2025-03-24 16:45:01 | CPU: 22.5% | Memory: 83.8%
2025-03-24 16:45:06 | CPU: 22.8% | Memory: 83.7%
2025-03-24 16:45:11 | CPU: 47.3% | Memory: 84.0%
2025-03-24 16:45:16 | CPU: 13.0% | Memory: 83.6%
2025-03-24 16:45:21 | CPU: 19.5% | Memory: 83.5%
2025-03-24 16:45:26 | CPU: 19.2% | Memory: 83.0%
2025-03-24 16:45:31 | CPU: 21.3% | Memory: 82.7%
2025-03-24 16:45:36 | CPU: 22.8% | Memory: 82.4%
2025-03-24 16:45:41 | CPU: 25.8% | Memory: 82.3%
2025-03-24 16:45:46 | CPU: 14.0% | Memory: 82.2%
2025-03-24 16:45:51 | CPU: 9.2% | Memory: 82.0%
2025-03-24 16:45:56 | CPU: 5.6% | Memory: 82.1%
2025-03-24 16:46:01 | CPU: 4.6% | Memory: 82.0%
2025-03-24 16:46:06 | CPU: 5.4% | Memory: 81.1%
2025-03-24 16:46:11 | CPU: 5.7% | Memory: 80.8%
2025-03-24 16:46:16 | CPU: 5.4% | Memory: 80.8%
2025-03-24 16:46:21 | CPU: 5.9% | Memory: 80.8%
2025-03-24 16:46:26 | CPU: 4.0% | Memory: 80.7%
2025-03-24 16:46:31 | CPU: 4.0% | Memory: 80.7%
2025-03-24 16:46:36 | CPU: 4.5% | Memory: 81.2%
2025-03-24 16:46:41 | CPU: 8.7% | Memory: 81.0%
2025-03-24 16:46:46 | CPU: 4.6% | Memory: 81.0%
2025-03-24 16:46:51 | CPU: 14.1% | Memory: 81.0%
2025-03-24 16:46:56 | CPU: 7.6% | Memory: 81.1%
2025-03-24 16:47:01 | CPU: 21.3% | Memory: 79.5%
2025-03-24 16:47:06 | CPU: 8.2% | Memory: 79.2%
2025-03-24 16:47:11 | CPU: 5.1% | Memory: 79.1%
2025-03-24 16:47:16 | CPU: 4.6% | Memory: 79.0%
2025-03-24 16:47:21 | CPU: 9.3% | Memory: 78.9%
2025-03-24 16:47:26 | CPU: 4.3% | Memory: 79.0%
2025-03-24 16:47:31 | CPU: 6.9% | Memory: 79.5%
2025-03-24 16:47:36 | CPU: 5.2% | Memory: 79.5%
2025-03-24 16:47:41 | CPU: 4.1% | Memory: 79.4%
2025-03-24 16:47:46 | CPU: 4.6% | Memory: 79.3%
2025-03-24 16:47:51 | CPU: 11.1% | Memory: 80.6%
2025-03-24 16:47:56 | CPU: 6.9% | Memory: 81.2%
2025-03-24 16:48:01 | CPU: 8.4% | Memory: 81.3%
2025-03-24 16:48:06 | CPU: 5.5% | Memory: 81.3%
2025-03-24 16:48:11 | CPU: 4.6% | Memory: 81.1%
2025-03-24 16:48:16 | CPU: 4.0% | Memory: 81.1%
2025-03-24 16:48:21 | CPU: 4.5% | Memory: 81.2%
2025-03-24 16:48:26 | CPU: 4.0% | Memory: 81.2%
2025-03-24 16:48:31 | CPU: 4.5% | Memory: 81.3%
2025-03-24 16:48:36 | CPU: 8.5% | Memory: 80.4%
2025-03-24 16:48:41 | CPU: 4.4% | Memory: 80.6%
2025-03-24 16:48:46 | CPU: 4.5% | Memory: 80.4%
2025-03-24 16:48:51 | CPU: 16.3% | Memory: 80.3%
2025-03-24 16:48:56 | CPU: 10.2% | Memory: 80.8%
2025-03-24 16:49:01 | CPU: 4.7% | Memory: 80.4%
2025-03-24 16:49:06 | CPU: 4.1% | Memory: 80.5%
2025-03-24 16:49:11 | CPU: 5.2% | Memory: 80.5%
2025-03-24 16:49:16 | CPU: 3.8% | Memory: 80.5%
2025-03-24 16:49:21 | CPU: 4.2% | Memory: 80.7%
2025-03-24 16:49:26 | CPU: 4.0% | Memory: 80.7%
2025-03-24 16:49:31 | CPU: 4.2% | Memory: 80.6%
2025-03-24 16:49:36 | CPU: 5.1% | Memory: 80.8%
2025-03-24 16:49:41 | CPU: 4.2% | Memory: 80.8%
2025-03-24 16:49:46 | CPU: 7.6% | Memory: 80.6%
2025-03-24 16:49:51 | CPU: 51.3% | Memory: 83.1%
2025-03-24 16:49:56 | CPU: 38.4% | Memory: 84.1%
2025-03-24 16:50:01 | CPU: 19.8% | Memory: 84.0%
2025-03-24 16:50:06 | CPU: 18.0% | Memory: 83.3%
2025-03-24 16:50:11 | CPU: 47.0% | Memory: 83.4%
2025-03-24 16:50:17 | CPU: 99.8% | Memory: 84.1%
2025-03-24 16:50:22 | CPU: 52.2% | Memory: 84.0%
2025-03-24 16:50:27 | CPU: 37.4% | Memory: 84.2%
2025-03-24 16:50:32 | CPU: 18.9% | Memory: 84.0%
2025-03-24 16:50:37 | CPU: 18.2% | Memory: 83.9%
2025-03-24 16:50:42 | CPU: 17.8% | Memory: 83.8%
2025-03-24 16:50:47 | CPU: 18.3% | Memory: 83.4%
2025-03-24 16:50:52 | CPU: 23.5% | Memory: 82.4%
2025-03-24 16:50:57 | CPU: 17.2% | Memory: 82.5%
2025-03-24 16:51:02 | CPU: 26.3% | Memory: 82.2%
2025-03-24 16:51:07 | CPU: 16.9% | Memory: 82.5%
2025-03-24 16:51:12 | CPU: 17.3% | Memory: 82.3%
2025-03-24 16:51:17 | CPU: 19.4% | Memory: 82.1%
2025-03-24 16:51:22 | CPU: 18.9% | Memory: 82.1%
2025-03-24 16:51:27 | CPU: 48.6% | Memory: 82.0%
2025-03-24 16:51:32 | CPU: 49.1% | Memory: 82.4%
2025-03-24 16:51:37 | CPU: 48.8% | Memory: 82.2%
2025-03-24 16:51:42 | CPU: 49.3% | Memory: 82.2%
2025-03-24 16:51:47 | CPU: 50.2% | Memory: 82.6%
2025-03-24 16:51:52 | CPU: 23.4% | Memory: 82.6%
2025-03-24 16:51:57 | CPU: 5.4% | Memory: 82.5%
2025-03-24 16:52:02 | CPU: 5.0% | Memory: 82.5%
2025-03-24 16:52:07 | CPU: 4.6% | Memory: 82.0%
2025-03-24 16:52:12 | CPU: 15.0% | Memory: 82.2%
2025-03-24 16:52:17 | CPU: 4.5% | Memory: 82.3%
2025-03-24 16:52:22 | CPU: 5.7% | Memory: 82.1%
2025-03-24 16:52:27 | CPU: 6.7% | Memory: 82.4%
2025-03-24 16:52:32 | CPU: 4.4% | Memory: 82.6%
2025-03-24 16:52:37 | CPU: 4.2% | Memory: 82.7%
